words,links,capital_words,spam_word_count,is_spam
103,2,2,2,0
238,3,11,9,1
35,5,1,1,0
784,4,12,10,1
134,1,1,3,0
935,9,17,10,1
68,2,3,2,0
80,3,1,6,0
274,2,2,2,0
93,0,0,4,0
908,5,4,8,1
87,10,9,8,1
134,2,22,9,1
291,5,1,0,0
218,1,3,3,0
124,1,9,0,0
744,10,3,7,1
290,8,6,7,1
211,0,18,0,1
394,8,25,8,1
92,1,7,0,0
250,2,3,6,0
336,0,22,3,1
850,2,7,9,1
118,9,10,5,1
45,2,3,4,0
232,10,26,3,1
195,9,0,8,1
46,0,3,2,0
128,2,3,1,0
89,4,29,3,1
140,5,5,8,1
264,2,1,0,0
192,1,9,2,0
955,8,16,10,1
511,3,26,5,1
726,2,22,4,1
96,2,0,0,0
93,4,0,6,0
830,8,5,10,1
84,4,2,2,0
82,5,21,0,1
133,0,1,0,0
223,9,30,1,1
45,1,2,1,0
46,0,7,0,0
109,1,5,2,0
162,2,1,1,0
190,3,3,2,0
301,10,3,6,1
777,5,0,7,1
25,5,2,1,0
257,3,1,1,0
253,2,3,2,0
897,7,4,10,1
274,0,1,1,0
184,0,4,0,0
731,4,12,10,1
971,10,19,4,1
684,0,19,2,1
187,0,2,0,0
22,2,0,2,0
545,10,7,0,1
255,1,1,0,0
417,5,13,8,1
54,0,3,1,0
243,10,23,7,1
46,2,3,1,0
459,1,0,2,0
168,3,21,3,1
102,2,0,0,0
166,4,1,2,0
90,8,23,6,1
135,3,23,9,1
275,0,0,3,0
128,0,0,0,0
308,0,2,2,0
198,0,2,2,0
187,1,0,2,0
202,0,2,0,0
754,9,24,4,1
198,1,7,3,0
856,6,4,4,1
610,8,18,3,1
162,4,2,5,0
827,1,26,10,1
281,1,1,2,0
162,3,3,5,0
54,7,14,4,1
156,4,4,0,1
156,2,2,1,0
94,1,2,0,0
116,3,30,3,1
597,7,16,3,1
206,3,1,1,0
366,2,3,0,0
120,2,25,9,1
231,3,9,9,1
828,4,17,1,1
237,8,10,3,1
602,8,28,6,1
129,1,8,2,0
762,2,25,2,1
490,0,1,6,0
153,5,0,0,0
536,0,13,6,1
328,0,12,6,1
590,2,30,8,1
416,2,0,2,0
148,8,4,8,1
256,4,3,8,1
306,1,6,0,0
100,1,1,1,0
194,1,4,5,0
130,0,4,2,0
951,8,8,6,1
810,7,16,4,1
120,5,2,1,0
187,2,4,3,0
267,0,3,6,0
873,0,17,8,1
107,10,11,1,1
283,5,3,0,0
297,2,1,2,0
990,3,24,7,1
256,6,7,2,1
715,8,14,7,1
39,0,0,2,0
397,1,1,2,0
322,4,7,1,1
461,1,2,0,0
185,3,3,3,0
57,0,1,2,0
318,7,26,5,1
554,5,7,6,1
300,4,18,6,1
272,1,2,1,0
497,1,8,1,0
300,0,1,1,0
258,2,1,4,1
293,2,1,1,0
519,6,5,10,1
732,10,18,8,1
930,4,13,3,1
448,2,11,0,1
466,0,28,9,1
318,3,2,7,1
629,9,21,1,1
139,5,0,1,0
891,3,18,4,1
458,2,2,2,0
147,0,2,0,0
40,2,8,1,0
341,4,27,3,1
78,0,7,1,0
772,4,14,2,1
640,2,29,7,1
802,4,10,4,1
37,2,2,0,0
208,7,15,10,1
35,5,3,1,0
35,2,3,2,0
240,4,0,1,1
173,9,11,1,1
22,2,2,2,0
266,0,0,0,0
246,5,9,3,1
183,5,23,0,1
162,4,1,4,0
277,1,5,2,0
298,2,6,1,0
200,0,6,10,1
926,3,22,5,1
286,0,9,1,0
283,4,26,6,1
115,8,15,9,1
215,1,5,2,0
265,3,3,2,0
694,7,25,10,1
100,2,10,2,1
149,5,21,9,1
454,3,7,2,1
218,3,12,10,1
89,2,2,2,0
56,0,3,1,0
176,0,11,1,1
319,1,3,2,0
728,6,5,9,1
122,4,20,8,1
273,2,3,2,0
988,3,14,4,1
151,10,8,1,1
765,6,9,7,1
113,2,1,1,0
214,3,2,1,0
303,2,12,9,1
803,0,16,5,1
50,9,7,5,1
225,0,3,6,0
208,2,15,0,1
314,0,8,5,1
106,7,11,1,1
791,2,30,1,1
383,10,10,1,1
268,2,2,1,0
445,0,3,2,0
316,3,0,7,1
335,0,10,9,1
191,10,25,3,1
288,5,1,2,0
292,7,3,10,1
162,2,3,5,0
364,1,1,1,0
259,1,7,2,0
98,2,2,0,0
694,2,16,7,1
226,2,0,1,0
78,5,3,2,0
158,0,11,6,1
175,2,3,1,0
156,3,9,5,1
977,7,8,4,1
110,5,0,1,0
72,7,7,1,1
74,2,0,8,1
383,4,15,5,1
25,0,2,0,0
355,1,4,6,0
347,9,8,0,1
210,3,2,2,0
273,2,26,6,1
166,0,22,7,1
270,0,4,5,0
482,2,1,2,0
333,10,13,6,1
734,8,22,3,1
664,10,6,7,1
956,6,5,7,1
777,2,5,4,1
58,9,6,4,1
292,2,2,2,0
402,1,1,1,0
74,0,1,1,0
82,4,5,3,1
996,9,2,8,1
558,6,24,5,1
93,9,22,1,1
973,5,21,8,1
88,1,5,1,0
649,9,5,9,1
502,10,27,6,1
868,9,14,5,1
997,4,30,3,1
247,0,0,0,0
120,1,3,0,0
652,5,3,3,1
224,2,3,2,0
208,2,1,0,0
208,0,3,3,0
565,10,14,10,1
352,0,1,2,0
528,4,17,7,1
35,2,0,2,0
90,2,1,1,0
825,3,22,10,1
51,0,2,2,0
591,9,7,4,1
774,2,14,7,1
32,0,2,1,0
164,10,16,8,1
410,5,0,10,1
427,0,29,4,1
185,1,1,3,0
449,2,0,8,1
171,1,2,0,0
866,3,15,3,1
366,0,5,0,0
162,1,1,3,0
880,5,22,5,1
48,5,9,1,0
788,1,29,5,1
979,8,28,5,1
153,8,6,6,1
84,2,2,2,0
117,2,3,4,0
276,5,27,2,1
909,7,5,2,1
92,5,27,10,1
188,2,17,9,1
391,4,22,4,1
53,1,3,2,0
220,1,2,2,0
88,2,2,0,0
592,9,26,6,1
180,8,30,9,1
449,5,26,4,1
892,5,6,5,1
341,4,8,2,0
298,3,1,2,0
531,0,6,3,1
406,6,13,1,1
177,10,6,3,1
812,9,13,7,1
238,2,2,5,0
60,4,0,0,0
196,1,1,2,0
957,3,19,8,1
234,4,29,5,1
151,3,26,10,1
856,10,13,0,1
179,5,9,9,1
105,1,2,2,0
21,2,3,0,0
177,10,11,7,1
160,2,2,0,0
184,9,28,7,1
210,3,5,0,0
269,0,7,0,0
243,1,1,5,0
589,3,24,5,1
283,4,2,2,0
220,2,0,1,0
428,9,5,2,1
898,2,3,7,1
107,6,14,3,1
220,2,0,2,0
533,1,30,5,1
92,1,0,1,0
138,5,8,7,1
882,0,0,9,1
860,6,26,8,1
506,10,9,10,1
200,2,6,0,0
174,1,2,2,0
208,2,0,0,0
247,1,2,2,0
802,10,30,8,1
172,2,1,1,0
405,10,14,5,1
415,4,21,10,1
345,3,3,1,0
138,0,4,1,0
107,2,2,6,0
88,5,3,5,0
945,2,9,1,1
99,2,2,2,0
261,1,3,0,0
20,2,3,0,0
163,2,25,3,1
22,1,3,4,0
870,7,1,10,1
118,1,7,0,0
106,8,3,6,1
338,2,1,2,0
264,1,2,2,0
28,4,1,1,0
205,0,1,2,0
858,8,8,4,1
734,3,22,8,1
111,2,7,3,1
387,1,3,0,0
577,9,11,8,1
191,0,3,2,0
197,2,10,4,1
236,1,0,2,0
112,1,2,2,0
865,2,14,4,1
219,0,0,2,0
184,2,0,0,0
170,2,2,2,0
610,7,4,5,1
223,1,6,3,0
66,0,0,1,0
459,1,0,2,0
244,2,1,1,0
242,2,2,1,0
26,0,0,0,0
334,5,5,9,1
314,7,24,2,1
148,2,0,1,0
122,9,5,9,1
638,2,13,10,1
25,2,0,2,0
405,5,4,9,1
385,2,1,2,0
613,8,12,8,1
85,8,4,9,1
870,3,20,3,1
48,3,2,0,0
244,0,0,0,0
37,1,2,2,0
190,3,2,4,0
244,1,0,0,0
122,8,12,8,1
114,0,8,1,0
136,4,1,2,0
219,0,0,0,0
60,1,0,0,0
599,7,9,9,1
211,1,2,4,0
372,1,2,2,0
21,0,1,2,0
966,10,20,10,1
131,8,10,3,1
27,1,6,2,0
199,2,2,1,0
534,1,29,3,1
74,1,0,2,0
849,2,10,5,1
125,5,8,3,1
637,4,7,9,1
172,4,18,7,1
763,6,1,3,1
277,1,1,0,0
236,1,10,2,0
589,10,8,8,1
180,3,30,5,1
574,4,27,8,1
504,8,6,4,1
496,2,3,0,0
178,0,8,2,0
146,1,3,2,0
153,2,4,0,0
591,1,18,9,1
575,5,29,3,1
247,1,1,4,0
956,9,10,10,1
168,4,13,2,1
197,10,21,8,1
583,4,19,4,1
743,7,19,5,1
176,1,6,2,0
129,1,3,4,0
283,2,0,3,0
722,10,17,1,1
33,2,0,5,0
158,1,2,2,0
204,1,8,2,0
175,1,1,0,0
273,4,6,8,1
111,1,3,1,0
629,9,7,2,1
167,0,8,1,0
160,1,1,2,0
151,0,4,2,0
779,3,23,8,1
174,4,3,4,0
258,1,1,1,0
431,9,21,2,1
149,2,0,0,0
531,3,17,7,1
240,0,2,0,0
887,10,16,3,1
665,8,6,5,1
187,2,3,0,0
139,5,11,5,1
281,0,30,4,1
78,6,5,10,1
188,2,1,1,0
403,3,4,4,1
394,1,2,2,0
273,2,0,0,0
954,9,8,6,1
122,4,0,4,0
424,10,1,7,1
212,9,6,8,1
249,1,3,1,0
316,8,11,8,1
474,8,23,6,1
133,1,2,2,0
361,3,14,10,1
274,1,2,2,0
70,7,1,8,1
170,2,0,0,0
249,5,2,2,0
228,2,8,0,0
226,4,8,9,1
97,4,15,10,1
460,4,0,1,0
130,8,10,3,1
64,0,2,0,0
361,0,3,0,0
838,2,2,3,1
735,7,28,4,1
116,2,5,0,0
188,2,24,8,1
165,1,3,2,0
142,0,1,10,1
55,2,3,2,0
152,0,10,2,0
458,6,5,6,1
224,10,29,10,1
85,0,3,1,0
195,1,2,2,0
84,0,0,0,0
293,2,6,0,0
163,3,1,4,0
74,1,1,1,0
364,6,20,3,1
178,0,1,0,0
110,9,12,0,1
56,3,1,2,0
143,6,20,3,1
897,8,25,2,1
803,10,1,8,1
131,5,26,3,1
464,2,3,1,1
189,0,3,1,0
51,2,6,3,1
210,4,0,1,0
129,2,1,1,0
610,8,20,5,1
252,10,17,9,1
88,2,27,7,1
360,2,1,5,0
130,2,9,3,1
106,2,5,10,1
197,1,1,4,0
229,3,24,6,1
166,0,1,3,0
745,2,10,8,1
194,2,3,3,0
80,0,2,2,0
137,2,0,6,1
396,5,7,9,1
81,1,8,0,0
751,5,17,8,1
908,2,27,9,1
109,1,2,2,0
224,1,6,2,0
843,10,3,5,1
134,2,16,2,1
262,1,0,0,0
935,5,28,6,1
103,1,3,1,0
843,5,8,5,1
253,2,1,1,0
241,2,3,1,0
101,1,2,2,0
62,1,1,2,0
869,3,26,6,1
247,1,7,6,1
42,1,1,2,0
188,2,2,1,0
280,1,0,1,0
879,8,19,6,1
155,1,1,0,0
467,8,1,8,1
52,1,1,2,0
685,3,24,10,1
205,1,1,1,0
154,2,23,9,1
493,3,0,2,0
174,0,4,2,0
153,0,3,2,0
208,7,14,10,1
162,0,3,1,0
156,0,0,2,0
596,1,5,0,1
192,9,13,8,1
569,10,30,8,1
988,8,16,2,1
200,5,3,2,0
152,5,23,6,1
293,1,2,1,0
157,1,2,0,0
23,0,3,2,0
170,2,2,2,0
761,3,8,4,1
447,2,0,0,0
59,4,1,2,0
146,4,0,6,0
56,1,4,0,0
156,2,4,8,1
153,3,30,3,1
81,0,2,2,0
182,2,0,2,0
63,2,3,2,0
54,4,3,1,0
607,9,11,1,1
749,4,1,10,1
137,3,3,2,0
146,3,11,4,1
385,4,12,3,1
844,10,8,1,1
176,2,1,2,0
528,7,5,8,1
91,2,2,2,0
47,3,1,5,0
819,8,14,7,1
98,2,3,1,0
283,2,0,1,0
165,0,10,1,0
124,2,0,2,0
204,2,3,0,0
208,4,1,2,0
234,2,2,1,0
195,0,3,2,0
443,0,3,1,0
764,10,23,3,1
170,2,16,5,1
375,3,3,3,1
358,1,17,1,1
682,4,16,3,1
83,8,14,8,1
88,1,25,10,1
249,0,3,2,0
247,2,4,1,0
241,2,0,2,0
247,2,3,2,0
149,6,25,5,1
193,6,5,2,1
303,8,23,8,1
341,3,11,8,1
252,2,1,1,0
185,0,2,2,0
317,5,8,4,1
162,9,21,4,1
245,4,16,0,1
717,1,2,2,1
152,5,0,1,0
129,0,3,6,0
460,2,9,8,1
132,0,1,0,0
66,0,0,2,0
366,2,1,1,0
243,2,2,4,0
90,0,2,2,0
875,3,30,8,1
202,3,8,6,1
292,5,2,1,0
393,10,5,4,1
237,0,3,2,0
61,1,2,2,0
212,2,0,0,0
76,4,0,2,0
119,4,4,3,1
151,1,0,1,0
476,0,1,2,0
497,3,5,7,1
478,0,9,9,1
421,10,9,3,1
452,3,14,4,1
909,1,2,3,1
140,0,2,1,0
68,1,1,2,0
33,1,3,1,0
781,8,22,2,1
65,5,2,2,0
186,1,4,2,0
138,5,14,0,1
397,2,11,1,1
25,0,2,0,0
76,9,14,10,1
835,8,6,8,1
185,0,0,0,0
268,0,1,0,0
493,2,5,1,0
179,4,13,10,1
70,5,13,6,1
765,4,6,10,1
454,0,0,0,0
546,4,7,4,1
122,2,3,2,0
272,2,3,0,0
336,3,3,4,0
126,2,1,2,0
197,0,1,6,0
192,7,17,9,1
601,5,14,0,1
540,7,28,10,1
370,0,2,2,0
324,1,10,3,1
488,8,20,1,1
448,9,10,9,1
97,0,0,0,0
188,1,3,0,0
816,2,1,2,1
533,4,5,5,1
94,1,2,0,0
317,0,5,0,0
125,3,26,2,1
767,5,4,6,1
158,6,20,10,1
154,3,27,0,1
376,4,30,10,1
605,7,16,7,1
113,4,0,0,0
169,1,0,6,0
147,0,3,2,0
107,3,29,10,1
129,2,0,1,0
103,8,6,10,1
344,8,14,4,1
172,1,2,4,0
156,2,11,10,1
206,5,3,1,0
868,7,5,7,1
184,5,1,2,0
64,9,24,2,1
824,2,20,4,1
270,1,2,0,0
151,0,0,2,0
97,2,2,0,0
456,0,5,1,0
168,0,7,10,1
399,1,2,0,0
213,0,0,4,0
95,2,3,0,0
226,1,10,1,0
486,9,27,3,1
38,1,3,2,0
737,2,4,7,1
138,0,3,2,0
118,0,1,5,1
371,3,8,6,0
720,5,9,3,1
784,4,19,9,1
248,2,1,1,0
394,9,5,5,1
906,7,6,1,1
52,10,2,2,1
176,0,2,0,0
646,4,5,7,1
553,1,6,3,1
159,0,23,0,1
52,2,0,1,0
282,0,1,4,0
71,2,0,1,0
122,0,8,1,1
401,0,1,0,0
76,3,19,7,1
255,2,1,2,0
87,2,2,1,0
87,0,1,0,0
233,1,2,0,0
53,0,2,4,0
959,2,30,3,1
227,3,1,1,0
910,7,24,4,1
666,3,20,4,1
706,7,27,7,1
246,1,2,4,0
140,1,2,2,0
89,2,3,1,0
23,1,2,0,0
717,8,22,7,1
104,1,10,0,0
242,0,1,1,0
122,2,2,2,0
859,1,28,5,1
146,0,1,2,0
192,1,3,0,0
706,4,6,7,1
141,1,2,1,0
935,5,18,9,1
183,8,13,9,1
101,0,9,2,0
163,2,3,2,0
41,0,1,2,0
633,1,19,2,1
220,2,1,1,0
567,5,16,3,1
151,2,3,6,0
193,2,1,1,1
606,2,21,0,1
122,5,3,3,1
795,5,14,1,1
168,4,6,0,1
832,4,16,1,1
340,2,9,8,1
192,0,29,4,1
37,1,2,2,0
72,2,3,2,0
165,2,3,5,0
474,9,19,7,1
149,1,8,10,1
43,1,1,0,0
295,2,23,4,1
589,8,20,6,1
336,2,9,9,1
172,0,0,6,0
96,2,0,1,0
270,2,2,4,0
82,7,28,9,1
217,0,3,0,0
174,0,24,4,1
65,0,4,2,0
392,0,19,1,1
738,7,22,8,1
188,1,7,0,0
273,0,1,2,0
238,1,0,0,0
281,2,1,1,0
735,5,20,5,1
350,6,3,5,1
298,2,1,6,0
665,6,23,2,1
159,1,0,2,0
468,1,4,1,0
750,7,4,10,1
123,0,3,0,0
34,1,1,1,0
434,8,20,9,1
34,1,2,0,0
66,0,1,2,0
124,2,3,1,0
196,0,9,6,1
797,8,20,6,1
335,4,21,9,1
342,1,2,0,0
805,3,30,0,1
143,9,27,4,1
259,0,1,6,0
66,2,14,5,1
290,0,1,1,0
311,2,23,9,1
119,1,11,5,1
961,9,30,6,1
69,1,1,2,0
121,10,23,7,1
46,1,2,0,0
79,1,3,3,0
158,2,21,1,1
92,3,29,10,1
835,5,18,10,1
641,1,8,7,1
184,2,0,6,0
78,9,29,9,1
167,2,17,6,1
344,9,1,1,1
324,0,8,3,0
198,1,3,0,0
76,0,7,6,0
691,3,26,3,1
731,3,13,7,1
192,2,3,2,0
557,2,25,1,1
226,0,25,8,1
638,2,25,1,1
559,5,28,9,1
700,6,22,4,1
629,4,8,3,1
281,1,2,1,0
251,1,0,0,0
70,2,0,1,0
823,5,9,9,1
163,1,0,1,0
242,0,5,1,0
204,1,1,0,0
270,2,3,0,0
79,0,2,0,0
390,2,3,6,0
265,2,1,2,0
758,10,26,0,1
161,0,2,0,0
134,4,3,1,0
21,0,0,5,0
177,2,2,1,0
85,1,3,3,0
286,1,1,0,0
60,3,1,9,1
67,7,22,9,1
258,0,3,2,0
794,4,1,0,1
460,2,13,8,1
209,3,0,6,0
816,9,12,5,1
169,0,0,2,0
46,1,0,2,0
135,3,17,9,1
215,2,0,4,0
37,1,9,1,0
125,1,3,2,0
141,0,12,4,1
622,9,22,7,1
62,2,27,8,1
247,10,2,6,1
183,6,22,6,1
57,3,24,6,1
612,0,22,3,1
888,2,4,3,1
967,9,19,9,1
86,2,3,1,0
143,4,21,2,1
145,0,16,3,1
382,4,1,6,0
35,0,1,1,0
56,10,7,4,1
300,9,4,6,1
189,4,2,0,0
157,2,0,2,0
301,8,23,10,1
656,6,27,3,1
790,3,24,0,1
251,3,4,2,0
354,5,6,4,1
165,3,4,0,0
730,0,19,8,1
160,9,0,3,1
148,2,0,2,0
269,1,8,0,0
837,7,26,3,1
193,4,1,2,0
614,9,21,4,1
127,1,1,1,0
137,2,2,0,0
263,1,4,2,0
29,0,1,2,0
157,2,0,0,0
454,4,15,2,1
27,0,1,2,0
429,2,1,4,0
317,3,24,3,1
77,5,2,1,0
229,1,3,2,0
83,0,3,2,0
78,8,17,2,1
832,1,5,3,1
228,2,8,6,0
263,2,1,1,0
166,1,2,0,0
858,6,1,4,1
659,2,27,3,1
247,2,2,0,0
70,2,7,2,0
879,0,5,3,1
647,7,22,9,1
246,9,19,3,1
160,5,16,5,1
248,0,12,6,1
118,2,1,0,0
33,2,2,2,0
286,3,2,2,0
118,2,6,8,1
258,1,3,1,0
652,8,3,6,1
162,5,23,8,1
286,4,3,2,0
65,1,2,1,0
399,9,21,2,1
195,2,1,1,0
133,2,1,0,0
100,7,20,5,1
331,3,8,10,1
255,1,2,0,0
171,0,1,0,0
116,1,5,0,0
183,3,30,0,1
158,2,8,3,1
73,0,0,0,0
178,3,20,3,1
242,3,1,6,0
238,1,2,1,0
149,1,7,2,0
343,0,30,10,1
263,0,2,2,0
434,4,8,7,1
115,1,2,0,0
361,9,25,9,1
27,4,2,4,0
156,3,3,0,0
661,7,14,7,1
145,2,3,0,0
250,2,0,1,0
157,2,24,6,1
158,9,25,9,1
35,2,6,4,0
177,4,22,2,1
911,3,18,8,1
129,9,5,3,1
53,2,2,2,0
219,0,2,1,0
719,4,5,5,1
125,6,24,5,1
485,1,0,2,0
212,10,6,3,1
275,0,9,1,0
142,9,8,8,1
127,2,26,7,1
309,2,26,7,1
740,8,14,6,1
239,1,0,3,0
260,1,1,1,0
262,0,3,1,0
182,2,26,10,1
295,2,2,1,0
54,1,6,0,0
108,0,0,9,1
214,2,0,0,0
337,3,9,7,1
174,0,3,6,0
529,2,30,9,1
269,0,3,2,0
212,2,3,1,0
308,3,19,3,1
757,9,30,3,1
76,1,3,2,0
144,0,0,9,1
183,5,24,9,1
62,2,10,1,0
46,1,5,1,0
913,8,3,8,1
132,3,23,3,1
891,8,5,2,1
226,2,2,0,0
231,0,4,2,0
121,10,19,0,1
453,1,0,1,0
205,0,0,1,0
206,0,2,0,0
63,6,9,8,1
206,0,2,2,0
649,1,19,10,1
495,0,2,6,0
163,1,1,3,0
103,0,0,1,0
671,6,18,0,1
75,3,0,1,0
234,4,25,5,1
494,1,2,0,0
577,3,19,5,1
67,4,7,2,0
216,2,3,2,0
415,5,3,1,0
73,2,4,1,0
188,0,0,2,0
267,2,1,0,0
145,1,3,0,0
355,5,13,4,1
165,1,1,1,0
175,0,0,1,0
738,3,2,8,1
109,1,1,0,0
28,1,2,2,0
258,5,9,2,0
750,8,5,10,1
496,4,4,0,1
410,5,22,9,1
479,1,0,1,0
56,0,3,2,0
414,4,13,10,1
106,1,1,0,0
174,10,18,7,1
383,1,1,0,0
202,2,2,0,0
239,2,7,2,0
333,10,0,0,1
270,2,1,1,0
588,3,11,6,1
118,1,3,0,0
476,2,1,9,1
396,1,15,0,1
36,3,0,2,0
114,8,4,2,1
224,0,3,2,0
140,1,5,4,0
152,2,1,2,0
715,9,28,5,1
184,9,6,3,1
516,9,2,4,1
210,5,2,1,0
34,2,6,2,0
880,1,17,7,1
287,1,3,1,0
245,2,2,2,0
119,2,9,6,1
237,1,0,1,0
234,1,3,1,0
151,1,3,6,0
270,2,2,2,0
178,1,1,1,0
117,2,0,2,0
553,3,9,10,1
327,0,3,0,0
84,1,14,10,1
473,4,12,9,1
233,5,0,0,0
199,7,5,4,1
85,4,16,10,1
100,1,0,0,0
432,9,29,10,1
125,2,6,0,0
219,1,8,0,0
263,0,3,2,0
45,0,4,1,0
156,3,11,6,1
170,2,9,2,0
125,2,3,6,0
62,2,2,0,0
256,3,23,4,1
62,0,3,2,0
393,5,1,1,0
145,1,2,0,0
371,4,7,6,1
103,10,5,7,1
818,4,7,5,1
714,3,28,6,1
357,9,16,1,1
714,9,30,7,1
61,0,10,3,0
369,6,9,8,1
716,4,9,8,1
86,5,27,8,1
429,2,24,6,1
